Lead ID,Location,College,Year of Study,Program Interest,Lead Source,Converted
LD2792,Ahmedabad,ABC Institute,2nd,Electric Vehicle,Instagram,1
LD2793,Mumbai,LMN College,4th,Data Science,Mass-Mailing,0
LD2794,Delhi,PQR University,1st,Data Science,Whatsapp,0
LD2795,Surat,XYZ University,1st,Robotics,Instagram,0
LD2796,Bangalore,XYZ University,3rd,Data Science,Mass-Mailing,0
LD2797,Mumbai,PQR University,1st,AI,College Collaboration,0
LD2798,Ahmedabad,PQR University,4th,Electric Vehicle,Mass-Mailing,0
LD2799,Surat,ABC Institute,2nd,Data Science,Whatsapp,1
LD2800,Surat,ABC Institute,4th,Robotics,College Collaboration,0
LD2801,Bangalore,PQR University,1st,Electric Vehicle,Google Form,1
LD2802,Mumbai,XYZ University,4th,AI,Google Form,1
LD2803,Surat,ABC Institute,3rd,Electric Vehicle,Whatsapp,1
LD2804,Delhi,XYZ University,2nd,AI,Instagram,1
LD2805,Ahmedabad,ABC Institute,4th,Robotics,College Collaboration,0
LD2806,Bangalore,LMN College,3rd,Data Science,College Collaboration,1
LD2807,Bangalore,ABC Institute,2nd,Data Science,Google Form,1
LD2808,Mumbai,PQR University,4th,Robotics,Google Form,0
LD2809,Surat,LMN College,3rd,AI,Instagram,0
LD2810,Surat,ABC Institute,2nd,Data Science,Whatsapp,1
LD2811,Mumbai,XYZ University,2nd,Electric Vehicle,Google Form,0
LD2812,Bangalore,PQR University,2nd,Data Science,LinkedIn,0
LD2813,Surat,LMN College,1st,Electric Vehicle,Instagram,0
LD2814,Bangalore,LMN College,3rd,Data Science,College Collaboration,0
LD2815,Mumbai,PQR University,2nd,AI,Instagram,0
LD2816,Delhi,ABC Institute,4th,Data Science,Whatsapp,1
LD2817,Ahmedabad,PQR University,4th,Data Science,LinkedIn,0
LD2818,Delhi,XYZ University,4th,Data Science,College Collaboration,0
LD2819,Delhi,LMN College,2nd,Robotics,Google Form,0
LD2820,Ahmedabad,PQR University,1st,AI,Google Form,0
LD2821,Mumbai,LMN College,2nd,Electric Vehicle,College Collaboration,1
LD2822,Mumbai,LMN College,1st,Robotics,Google Form,0
LD2823,Ahmedabad,LMN College,1st,Data Science,Instagram,0
LD2824,Mumbai,PQR University,2nd,Data Science,Instagram,0
LD2825,Mumbai,PQR University,4th,Robotics,College Collaboration,0
LD2826,Mumbai,ABC Institute,2nd,Data Science,Instagram,1
LD2827,Mumbai,LMN College,4th,Electric Vehicle,Mass-Mailing,1
LD2828,Surat,PQR University,3rd,Electric Vehicle,Mass-Mailing,0
LD2829,Bangalore,ABC Institute,2nd,Robotics,College Collaboration,0
LD2830,Bangalore,XYZ University,3rd,Robotics,College Collaboration,0
LD2831,Delhi,XYZ University,2nd,AI,LinkedIn,0
LD2832,Delhi,PQR University,3rd,Robotics,Mass-Mailing,0
LD2833,Bangalore,LMN College,3rd,Data Science,LinkedIn,0
LD2834,Delhi,LMN College,3rd,Electric Vehicle,College Collaboration,0
LD2835,Ahmedabad,ABC Institute,3rd,Robotics,College Collaboration,0
LD2836,Delhi,LMN College,3rd,Robotics,Google Form,1
LD2837,Surat,ABC Institute,4th,Electric Vehicle,Instagram,1
LD2838,Surat,PQR University,2nd,Robotics,Instagram,0
LD2839,Delhi,LMN College,4th,Robotics,Google Form,1
LD2840,Ahmedabad,ABC Institute,2nd,Data Science,College Collaboration,0
LD2841,Bangalore,ABC Institute,1st,Electric Vehicle,Mass-Mailing,0
LD2842,Ahmedabad,PQR University,3rd,Robotics,Instagram,1
LD2843,Bangalore,LMN College,3rd,Robotics,LinkedIn,1
LD2844,Delhi,XYZ University,3rd,Robotics,College Collaboration,1
LD2845,Ahmedabad,LMN College,1st,Robotics,Instagram,0
LD2846,Mumbai,PQR University,1st,Data Science,Instagram,0
LD2847,Ahmedabad,XYZ University,4th,Data Science,Google Form,1
LD2848,Delhi,XYZ University,3rd,Electric Vehicle,College Collaboration,0
LD2849,Mumbai,PQR University,3rd,Data Science,Instagram,0
LD2850,Bangalore,ABC Institute,2nd,Data Science,College Collaboration,0
LD2851,Surat,LMN College,1st,AI,Google Form,0
LD2852,Mumbai,ABC Institute,4th,AI,Whatsapp,0
LD2853,Bangalore,ABC Institute,4th,Data Science,LinkedIn,0
LD2854,Bangalore,LMN College,1st,AI,College Collaboration,1
LD2855,Bangalore,LMN College,1st,AI,Whatsapp,0
LD2856,Surat,XYZ University,1st,Robotics,College Collaboration,0
LD2857,Delhi,ABC Institute,2nd,AI,Google Form,0
LD2858,Bangalore,XYZ University,3rd,Robotics,Mass-Mailing,0
LD2859,Mumbai,XYZ University,1st,Robotics,College Collaboration,0
LD2860,Mumbai,XYZ University,3rd,AI,College Collaboration,0
LD2861,Mumbai,XYZ University,1st,Data Science,College Collaboration,1
LD2862,Mumbai,LMN College,1st,Robotics,Mass-Mailing,0
LD2863,Bangalore,ABC Institute,3rd,AI,Google Form,1
LD2864,Surat,ABC Institute,4th,Data Science,Instagram,0
LD2865,Mumbai,ABC Institute,2nd,Electric Vehicle,Google Form,0
LD2866,Ahmedabad,XYZ University,2nd,Data Science,Instagram,0
LD2867,Mumbai,ABC Institute,3rd,Data Science,Instagram,0
LD2868,Surat,LMN College,1st,Robotics,Mass-Mailing,1
LD2869,Mumbai,PQR University,1st,Robotics,Instagram,0
LD2870,Bangalore,LMN College,2nd,Electric Vehicle,Google Form,0
LD2871,Mumbai,XYZ University,3rd,Data Science,Mass-Mailing,1
LD2872,Ahmedabad,XYZ University,1st,Electric Vehicle,Google Form,1
LD2873,Mumbai,LMN College,4th,Electric Vehicle,Mass-Mailing,1
LD2874,Delhi,XYZ University,3rd,Robotics,Google Form,0
LD2875,Mumbai,LMN College,1st,Electric Vehicle,Instagram,1
LD2876,Bangalore,ABC Institute,2nd,AI,Whatsapp,0
LD2877,Delhi,LMN College,2nd,Robotics,Instagram,0
LD2878,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Instagram,0
LD2879,Delhi,ABC Institute,2nd,Robotics,Instagram,0
LD2880,Mumbai,PQR University,1st,AI,Whatsapp,0
LD2881,Ahmedabad,PQR University,1st,AI,LinkedIn,0
LD2882,Delhi,ABC Institute,2nd,AI,Google Form,1
LD2883,Bangalore,ABC Institute,2nd,Robotics,LinkedIn,0
LD2884,Surat,XYZ University,3rd,Robotics,Instagram,0
LD2885,Mumbai,XYZ University,1st,AI,Whatsapp,0
LD2886,Delhi,PQR University,1st,Data Science,College Collaboration,1
LD2887,Delhi,LMN College,2nd,Data Science,College Collaboration,0
LD2888,Ahmedabad,ABC Institute,4th,Data Science,Google Form,0
LD2889,Ahmedabad,XYZ University,4th,Electric Vehicle,Whatsapp,1
LD2890,Ahmedabad,ABC Institute,1st,Data Science,Instagram,1
LD2891,Ahmedabad,LMN College,4th,Robotics,Google Form,0
LD2892,Mumbai,XYZ University,1st,Electric Vehicle,LinkedIn,0
LD2893,Ahmedabad,PQR University,2nd,Robotics,LinkedIn,1
LD2894,Bangalore,LMN College,1st,Data Science,Mass-Mailing,0
LD2895,Bangalore,PQR University,3rd,AI,Whatsapp,0
LD2896,Delhi,XYZ University,2nd,Electric Vehicle,College Collaboration,1
LD2897,Delhi,PQR University,1st,Data Science,LinkedIn,0
LD2898,Surat,XYZ University,3rd,Data Science,Whatsapp,0
LD2899,Bangalore,PQR University,4th,Electric Vehicle,LinkedIn,0
LD2900,Surat,XYZ University,2nd,Data Science,Mass-Mailing,0
LD2901,Bangalore,PQR University,3rd,Data Science,LinkedIn,0
LD2902,Ahmedabad,XYZ University,2nd,Robotics,Instagram,1
LD2903,Surat,XYZ University,2nd,Electric Vehicle,Mass-Mailing,0
LD2904,Delhi,ABC Institute,4th,Robotics,Google Form,0
LD2905,Delhi,PQR University,3rd,Electric Vehicle,Instagram,0
LD2906,Mumbai,PQR University,3rd,Electric Vehicle,Instagram,0
LD2907,Mumbai,ABC Institute,3rd,AI,College Collaboration,1
LD2908,Delhi,PQR University,1st,Data Science,Instagram,0
LD2909,Bangalore,ABC Institute,4th,Data Science,College Collaboration,0
LD2910,Surat,PQR University,3rd,Electric Vehicle,Instagram,0
LD2911,Ahmedabad,PQR University,2nd,Robotics,Instagram,0
LD2912,Surat,PQR University,3rd,Data Science,Whatsapp,0
LD2913,Bangalore,PQR University,1st,AI,College Collaboration,1
LD2914,Bangalore,ABC Institute,3rd,AI,Google Form,1
LD2915,Mumbai,PQR University,2nd,Electric Vehicle,Mass-Mailing,0
LD2916,Bangalore,XYZ University,2nd,AI,Whatsapp,0
LD2917,Ahmedabad,XYZ University,1st,AI,College Collaboration,1
LD2918,Surat,PQR University,3rd,Robotics,Whatsapp,1
LD2919,Delhi,XYZ University,4th,AI,College Collaboration,0
LD2920,Ahmedabad,ABC Institute,3rd,Robotics,LinkedIn,0
LD2921,Ahmedabad,LMN College,1st,Robotics,LinkedIn,0
LD2922,Delhi,PQR University,4th,Robotics,Google Form,1
LD2923,Ahmedabad,PQR University,2nd,Electric Vehicle,Google Form,1
LD2924,Surat,PQR University,3rd,Data Science,Whatsapp,0
LD2925,Surat,PQR University,1st,Electric Vehicle,Instagram,0
LD2926,Bangalore,XYZ University,1st,Electric Vehicle,Whatsapp,1
LD2927,Delhi,LMN College,3rd,Data Science,Instagram,1
LD2928,Surat,XYZ University,4th,Electric Vehicle,LinkedIn,1
LD2929,Bangalore,LMN College,4th,Robotics,Whatsapp,1
LD2930,Surat,PQR University,1st,Robotics,Mass-Mailing,0
LD2931,Delhi,XYZ University,3rd,Data Science,Google Form,0
LD2932,Delhi,LMN College,2nd,AI,Whatsapp,0
LD2933,Ahmedabad,LMN College,2nd,Robotics,Google Form,0
LD2934,Ahmedabad,LMN College,2nd,Electric Vehicle,Whatsapp,0
LD2935,Mumbai,LMN College,3rd,AI,LinkedIn,1
LD2936,Bangalore,LMN College,4th,Electric Vehicle,College Collaboration,0
LD2937,Bangalore,XYZ University,1st,AI,College Collaboration,1
LD2938,Surat,ABC Institute,4th,Data Science,Google Form,0
LD2939,Bangalore,LMN College,3rd,Data Science,LinkedIn,1
LD2940,Ahmedabad,XYZ University,1st,AI,Mass-Mailing,0
LD2941,Mumbai,XYZ University,4th,Robotics,Whatsapp,0
LD2942,Bangalore,XYZ University,4th,Electric Vehicle,Mass-Mailing,0
LD2943,Mumbai,PQR University,1st,Data Science,Whatsapp,0
LD2944,Bangalore,XYZ University,1st,Data Science,Whatsapp,1
LD2945,Ahmedabad,XYZ University,4th,Electric Vehicle,LinkedIn,1
LD2946,Mumbai,PQR University,3rd,Robotics,Whatsapp,0
LD2947,Ahmedabad,ABC Institute,1st,Electric Vehicle,Mass-Mailing,0
LD2948,Surat,XYZ University,3rd,Robotics,Instagram,0
LD2949,Delhi,XYZ University,2nd,Robotics,Whatsapp,0
LD2950,Mumbai,XYZ University,1st,Electric Vehicle,Whatsapp,1
LD2951,Mumbai,LMN College,2nd,Robotics,Google Form,1
LD2952,Surat,PQR University,1st,Electric Vehicle,College Collaboration,0
LD2953,Ahmedabad,ABC Institute,1st,Data Science,Mass-Mailing,1
LD2954,Surat,ABC Institute,3rd,AI,Mass-Mailing,0
LD2955,Mumbai,XYZ University,3rd,Robotics,Mass-Mailing,1
LD2956,Mumbai,LMN College,1st,Data Science,Google Form,0
LD2957,Ahmedabad,XYZ University,4th,Robotics,LinkedIn,1
LD2958,Surat,XYZ University,2nd,AI,Mass-Mailing,1
LD2959,Bangalore,XYZ University,2nd,Robotics,College Collaboration,0
LD2960,Ahmedabad,LMN College,2nd,Data Science,Whatsapp,1
LD2961,Mumbai,LMN College,3rd,Data Science,Mass-Mailing,0
LD2962,Ahmedabad,LMN College,2nd,AI,Whatsapp,0
LD2963,Ahmedabad,XYZ University,1st,Data Science,College Collaboration,0
LD2964,Delhi,ABC Institute,3rd,AI,College Collaboration,1
LD2965,Surat,ABC Institute,2nd,Data Science,College Collaboration,1
LD2966,Ahmedabad,PQR University,1st,Electric Vehicle,Google Form,1
LD2967,Surat,PQR University,2nd,Data Science,Mass-Mailing,1
LD2968,Ahmedabad,XYZ University,2nd,Data Science,College Collaboration,0
LD2969,Delhi,XYZ University,3rd,Robotics,Mass-Mailing,1
LD2970,Bangalore,PQR University,3rd,Data Science,Whatsapp,0
LD2971,Mumbai,XYZ University,2nd,AI,Instagram,0
LD2972,Mumbai,LMN College,2nd,Data Science,LinkedIn,0
LD2973,Delhi,LMN College,3rd,Robotics,Mass-Mailing,1
LD2974,Mumbai,LMN College,3rd,Data Science,Whatsapp,1
LD2975,Delhi,ABC Institute,4th,Data Science,Instagram,0
LD2976,Ahmedabad,PQR University,1st,AI,LinkedIn,0
LD2977,Bangalore,PQR University,3rd,Data Science,Google Form,1
LD2978,Mumbai,XYZ University,3rd,Data Science,LinkedIn,0
LD2979,Surat,XYZ University,1st,Electric Vehicle,LinkedIn,1
LD2980,Surat,ABC Institute,1st,Electric Vehicle,Whatsapp,1
LD2981,Mumbai,XYZ University,2nd,Electric Vehicle,Whatsapp,0
LD2982,Bangalore,LMN College,4th,Electric Vehicle,Whatsapp,0
LD2983,Delhi,LMN College,2nd,Data Science,Mass-Mailing,1
LD2984,Mumbai,ABC Institute,2nd,Data Science,Mass-Mailing,1
LD2985,Bangalore,ABC Institute,1st,Robotics,Whatsapp,0
LD2986,Surat,PQR University,2nd,AI,Whatsapp,1
LD2987,Surat,LMN College,1st,AI,Mass-Mailing,0
LD2988,Delhi,ABC Institute,2nd,Robotics,Mass-Mailing,0
LD2989,Mumbai,LMN College,4th,Robotics,Google Form,1
LD2990,Bangalore,ABC Institute,2nd,Electric Vehicle,Whatsapp,1
LD2991,Ahmedabad,XYZ University,1st,Robotics,Google Form,0
LD2992,Bangalore,XYZ University,4th,Data Science,Mass-Mailing,1
LD2993,Ahmedabad,ABC Institute,2nd,Data Science,LinkedIn,0
LD2994,Delhi,PQR University,2nd,Robotics,Instagram,0
LD2995,Bangalore,ABC Institute,4th,Robotics,Google Form,0
LD2996,Mumbai,XYZ University,2nd,AI,Instagram,1
LD2997,Surat,ABC Institute,3rd,Data Science,LinkedIn,0
LD2998,Bangalore,ABC Institute,4th,AI,Instagram,0
LD2999,Mumbai,XYZ University,3rd,AI,LinkedIn,0
LD3000,Bangalore,ABC Institute,3rd,Data Science,Whatsapp,1
LD3001,Bangalore,PQR University,4th,Robotics,Google Form,0
LD3002,Delhi,PQR University,4th,Robotics,Whatsapp,1
LD3003,Mumbai,XYZ University,1st,AI,Whatsapp,0
LD3004,Delhi,XYZ University,4th,Electric Vehicle,Mass-Mailing,0
LD3005,Mumbai,ABC Institute,1st,AI,Whatsapp,0
LD3006,Mumbai,XYZ University,4th,Data Science,College Collaboration,1
LD3007,Delhi,LMN College,1st,Data Science,Mass-Mailing,1
LD3008,Surat,LMN College,4th,AI,Google Form,0
LD3009,Mumbai,XYZ University,3rd,AI,College Collaboration,0
LD3010,Bangalore,PQR University,3rd,AI,LinkedIn,0
LD3011,Mumbai,PQR University,1st,Electric Vehicle,Instagram,0
LD3012,Delhi,LMN College,2nd,Electric Vehicle,Mass-Mailing,0
LD3013,Mumbai,PQR University,3rd,Electric Vehicle,Google Form,0
LD3014,Surat,XYZ University,2nd,AI,Instagram,0
LD3015,Mumbai,PQR University,4th,Robotics,Instagram,0
LD3016,Surat,XYZ University,1st,Robotics,Whatsapp,0
LD3017,Bangalore,LMN College,3rd,Data Science,College Collaboration,1
LD3018,Ahmedabad,LMN College,3rd,Data Science,College Collaboration,0
LD3019,Mumbai,XYZ University,3rd,AI,LinkedIn,0
LD3020,Bangalore,LMN College,1st,Data Science,Instagram,1
LD3021,Mumbai,PQR University,4th,Robotics,Whatsapp,0
LD3022,Bangalore,LMN College,1st,Electric Vehicle,Whatsapp,0
LD3023,Mumbai,XYZ University,4th,Robotics,Instagram,0
LD3024,Surat,PQR University,4th,Robotics,Mass-Mailing,0
LD3025,Surat,LMN College,4th,Robotics,College Collaboration,0
LD3026,Surat,PQR University,4th,Electric Vehicle,Instagram,0
LD3027,Delhi,PQR University,2nd,AI,Instagram,1
LD3028,Delhi,XYZ University,4th,AI,Google Form,0
LD3029,Mumbai,XYZ University,2nd,Robotics,Instagram,0
LD3030,Ahmedabad,XYZ University,3rd,Data Science,LinkedIn,0
LD3031,Bangalore,ABC Institute,4th,AI,Mass-Mailing,0
LD3032,Ahmedabad,ABC Institute,4th,AI,Whatsapp,0
LD3033,Bangalore,XYZ University,3rd,Electric Vehicle,Instagram,1
LD3034,Surat,ABC Institute,2nd,Data Science,Mass-Mailing,0
LD3035,Surat,XYZ University,4th,AI,LinkedIn,0
LD3036,Bangalore,ABC Institute,3rd,AI,Instagram,0
LD3037,Surat,XYZ University,3rd,Electric Vehicle,Mass-Mailing,0
LD3038,Ahmedabad,LMN College,3rd,Data Science,Mass-Mailing,1
LD3039,Delhi,LMN College,3rd,Robotics,Instagram,0
LD3040,Surat,PQR University,3rd,AI,LinkedIn,0
LD3041,Bangalore,XYZ University,3rd,Electric Vehicle,Whatsapp,0
LD3042,Delhi,LMN College,1st,Electric Vehicle,Mass-Mailing,1
LD3043,Ahmedabad,XYZ University,4th,Robotics,Mass-Mailing,0
LD3044,Surat,PQR University,3rd,Data Science,College Collaboration,0
LD3045,Ahmedabad,XYZ University,1st,Robotics,Instagram,1
LD3046,Mumbai,XYZ University,4th,Data Science,Whatsapp,1
LD3047,Delhi,ABC Institute,2nd,Robotics,Whatsapp,0
LD3048,Mumbai,ABC Institute,3rd,AI,College Collaboration,0
LD3049,Bangalore,XYZ University,1st,Electric Vehicle,Mass-Mailing,0
LD3050,Surat,LMN College,2nd,AI,Google Form,0
LD3051,Bangalore,PQR University,1st,Data Science,Whatsapp,0
LD3052,Bangalore,XYZ University,2nd,Electric Vehicle,Instagram,0
LD3053,Bangalore,PQR University,2nd,AI,Whatsapp,0
LD3054,Ahmedabad,XYZ University,3rd,AI,Mass-Mailing,0
LD3055,Bangalore,ABC Institute,4th,Robotics,Mass-Mailing,0
LD3056,Bangalore,LMN College,2nd,Data Science,Mass-Mailing,1
LD3057,Ahmedabad,LMN College,2nd,Data Science,College Collaboration,0
LD3058,Delhi,XYZ University,1st,Electric Vehicle,College Collaboration,0
LD3059,Surat,PQR University,3rd,Robotics,Instagram,0
LD3060,Bangalore,LMN College,2nd,Robotics,Google Form,1
LD3061,Mumbai,LMN College,1st,Robotics,LinkedIn,0
LD3062,Surat,ABC Institute,3rd,Data Science,College Collaboration,0
LD3063,Ahmedabad,LMN College,3rd,Robotics,College Collaboration,0
LD3064,Ahmedabad,PQR University,3rd,Electric Vehicle,College Collaboration,0
LD3065,Delhi,PQR University,3rd,Electric Vehicle,College Collaboration,0
LD3066,Surat,ABC Institute,4th,Electric Vehicle,Mass-Mailing,0
LD3067,Surat,LMN College,3rd,Data Science,LinkedIn,0
LD3068,Delhi,ABC Institute,4th,Data Science,Whatsapp,1
LD3069,Mumbai,LMN College,1st,Electric Vehicle,College Collaboration,0
LD3070,Bangalore,LMN College,1st,Electric Vehicle,College Collaboration,0
LD3071,Delhi,LMN College,3rd,Electric Vehicle,LinkedIn,1
LD3072,Ahmedabad,ABC Institute,2nd,AI,Whatsapp,0
LD3073,Delhi,XYZ University,4th,AI,Mass-Mailing,0
LD3074,Ahmedabad,XYZ University,2nd,Robotics,College Collaboration,0
LD3075,Ahmedabad,LMN College,2nd,Robotics,Mass-Mailing,0
LD3076,Bangalore,PQR University,4th,AI,Whatsapp,1
LD3077,Ahmedabad,PQR University,3rd,AI,Mass-Mailing,1
LD3078,Ahmedabad,LMN College,2nd,AI,Whatsapp,0
LD3079,Bangalore,LMN College,4th,Data Science,Google Form,0
LD3080,Bangalore,ABC Institute,4th,Data Science,College Collaboration,1
LD3081,Bangalore,LMN College,3rd,Data Science,Mass-Mailing,1
LD3082,Delhi,PQR University,4th,Electric Vehicle,Mass-Mailing,1
LD3083,Mumbai,XYZ University,4th,AI,Mass-Mailing,0
LD3084,Mumbai,LMN College,4th,AI,LinkedIn,0
LD3085,Mumbai,PQR University,2nd,Robotics,Instagram,1
LD3086,Mumbai,LMN College,4th,AI,Google Form,0
LD3087,Mumbai,ABC Institute,4th,Electric Vehicle,Whatsapp,0
LD3088,Ahmedabad,XYZ University,2nd,Data Science,Google Form,0
LD3089,Bangalore,PQR University,2nd,AI,LinkedIn,0
LD3090,Delhi,ABC Institute,3rd,AI,Instagram,0
LD3091,Ahmedabad,XYZ University,1st,Data Science,Google Form,0
LD3092,Delhi,ABC Institute,3rd,AI,Mass-Mailing,1
LD3093,Mumbai,LMN College,1st,Electric Vehicle,Whatsapp,0
LD3094,Surat,ABC Institute,4th,Electric Vehicle,Whatsapp,1
LD3095,Surat,XYZ University,2nd,Electric Vehicle,LinkedIn,0
LD3096,Delhi,ABC Institute,3rd,AI,LinkedIn,0
LD3097,Surat,ABC Institute,4th,AI,Google Form,1
LD3098,Bangalore,LMN College,1st,Robotics,College Collaboration,0
LD3099,Surat,ABC Institute,4th,Robotics,Instagram,0
LD3100,Ahmedabad,XYZ University,4th,Data Science,Google Form,0
LD3101,Ahmedabad,ABC Institute,1st,Data Science,Instagram,0
LD3102,Delhi,XYZ University,3rd,Data Science,College Collaboration,1
LD3103,Ahmedabad,XYZ University,3rd,Robotics,LinkedIn,1
LD3104,Mumbai,ABC Institute,2nd,Robotics,Instagram,0
LD3105,Ahmedabad,ABC Institute,2nd,AI,Google Form,0
LD3106,Bangalore,XYZ University,2nd,Data Science,Google Form,0
LD3107,Surat,XYZ University,2nd,Electric Vehicle,Instagram,1
LD3108,Bangalore,ABC Institute,1st,Robotics,Mass-Mailing,0
LD3109,Surat,PQR University,4th,Robotics,Whatsapp,0
LD3110,Delhi,PQR University,1st,Electric Vehicle,Mass-Mailing,0
LD3111,Bangalore,ABC Institute,3rd,Data Science,College Collaboration,0
LD3112,Bangalore,LMN College,4th,Data Science,Whatsapp,0
LD3113,Bangalore,PQR University,3rd,AI,Mass-Mailing,1
LD3114,Delhi,PQR University,2nd,Data Science,Whatsapp,0
LD3115,Delhi,XYZ University,3rd,AI,Whatsapp,0
LD3116,Delhi,LMN College,4th,AI,LinkedIn,1
LD3117,Delhi,PQR University,4th,Electric Vehicle,Mass-Mailing,1
LD3118,Surat,ABC Institute,1st,Robotics,Whatsapp,0
LD3119,Bangalore,PQR University,3rd,Data Science,Google Form,0
LD3120,Surat,LMN College,4th,Electric Vehicle,Mass-Mailing,0
LD3121,Surat,XYZ University,1st,Data Science,Mass-Mailing,0
LD3122,Ahmedabad,LMN College,2nd,AI,LinkedIn,0
LD3123,Delhi,XYZ University,4th,AI,Mass-Mailing,0
LD3124,Surat,ABC Institute,3rd,Electric Vehicle,LinkedIn,0
LD3125,Ahmedabad,ABC Institute,1st,Data Science,College Collaboration,1
LD3126,Ahmedabad,ABC Institute,1st,AI,Google Form,0
LD3127,Delhi,ABC Institute,3rd,Electric Vehicle,College Collaboration,0
LD3128,Surat,PQR University,1st,AI,LinkedIn,0
LD3129,Bangalore,LMN College,4th,Robotics,Google Form,1
LD3130,Ahmedabad,ABC Institute,3rd,AI,Instagram,1
LD3131,Surat,PQR University,1st,Robotics,Whatsapp,1
LD3132,Delhi,XYZ University,4th,Electric Vehicle,Mass-Mailing,1
LD3133,Bangalore,PQR University,4th,Electric Vehicle,Instagram,1
LD3134,Mumbai,PQR University,1st,Data Science,Whatsapp,0
LD3135,Surat,XYZ University,3rd,Data Science,College Collaboration,0
LD3136,Ahmedabad,ABC Institute,2nd,Electric Vehicle,College Collaboration,0
LD3137,Mumbai,PQR University,4th,AI,Instagram,1
LD3138,Ahmedabad,XYZ University,2nd,Robotics,Whatsapp,1
LD3139,Delhi,ABC Institute,3rd,AI,Google Form,0
LD3140,Mumbai,LMN College,4th,Robotics,Mass-Mailing,0
LD3141,Delhi,ABC Institute,4th,Electric Vehicle,LinkedIn,0
LD3142,Ahmedabad,LMN College,2nd,AI,Instagram,1
LD3143,Surat,PQR University,2nd,AI,Mass-Mailing,0
LD3144,Mumbai,XYZ University,4th,AI,Instagram,0
LD3145,Bangalore,LMN College,4th,Electric Vehicle,LinkedIn,0
LD3146,Mumbai,LMN College,4th,AI,Mass-Mailing,0
LD3147,Surat,LMN College,3rd,Robotics,LinkedIn,1
LD3148,Ahmedabad,LMN College,2nd,Electric Vehicle,College Collaboration,0
